DR_NO,Date Rptd,DATE OCC,TIME OCC
200610249.0,,05/14/2020 12:00:00 AM,
,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1620.0
200309150.0,03/27/2020 12:00:00 AM,,1250.0
,10/22/2020 12:00:00 AM,,1600.0
,,06/12/2020 12:00:00 AM,2300.0
200313562.0,07/03/2020 12:00:00 AM,07/03/2020 12:00:00 AM,315.0
201220348.0,09/09/2020 12:00:00 AM,09/08/2020 12:00:00 AM,
200413463.0,10/04/2020 12:00:00 AM,10/04/2020 12:00:00 AM,1950.0
,07/08/2020 12:00:00 AM,,1200.0
201012459.0,08/26/2020 12:00:00 AM,08/26/2020 12:00:00 AM,2330.0
,,01/08/2020 12:00:00 AM,2030.0
201015015.0,11/13/2020 12:00:00 AM,,250.0
200613906.0,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,
200110552.0,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,1210.0
200906819.0,03/02/2020 12:00:00 AM,02/10/2020 12:00:00 AM,1605.0
,03/27/2020 12:00:00 AM,03/25/2020 12:00:00 AM,900.0
200106983.0,02/12/2020 12:00:00 AM,02/12/2020 12:00:00 AM,1125.0
200513009.0,08/15/2020 12:00:00 AM,08/15/2020 12:00:00 AM,
,,11/11/2020 12:00:00 AM,
200305659.0,,,1357.0
,,07/17/2020 12:00:00 AM,
200105483.0,01/22/2020 12:00:00 AM,01/21/2020 12:00:00 AM,1000.0
200609612.0,,04/27/2020 12:00:00 AM,2035.0
,,09/23/2020 12:00:00 AM,
200716878.0,,12/08/2020 12:00:00 AM,1710.0
201004632.0,,,130.0
200616968.0,10/20/2020 12:00:00 AM,10/20/2020 12:00:00 AM,625.0
200913133.0,,08/03/2020 12:00:00 AM,
,01/01/2020 12:00:00 AM,,15.0
201215519.0,,,900.0
,04/24/2020 12:00:00 AM,,1555.0
201011454.0,,07/29/2020 12:00:00 AM,810.0
200610783.0,05/30/2020 12:00:00 AM,05/29/2020 12:00:00 AM,1400.0
,07/25/2020 12:00:00 AM,07/24/2020 12:00:00 AM,
,11/02/2020 12:00:00 AM,,2300.0
200512910.0,,08/12/2020 12:00:00 AM,1900.0
201012835.0,09/07/2020 12:00:00 AM,09/06/2020 12:00:00 AM,
,03/05/2020 12:00:00 AM,,1500.0
201116800.0,,,
201220833.0,,09/16/2020 12:00:00 AM,2030.0
200600584.0,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1045.0
200708700.0,04/29/2020 12:00:00 AM,02/21/2020 12:00:00 AM,
200810054.0,05/28/2020 12:00:00 AM,05/28/2020 12:00:00 AM,1300.0
200306551.0,02/11/2020 12:00:00 AM,02/11/2020 12:00:00 AM,
,08/30/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1600.0
200107573.0,02/17/2020 12:00:00 AM,,2201.0
200413266.0,,09/22/2020 12:00:00 AM,
,04/13/2020 12:00:00 AM,,1500.0
200415846.0,,12/09/2020 12:00:00 AM,
,12/02/2020 12:00:00 AM,,2000.0
,,,
,12/12/2020 12:00:00 AM,,1800.0
200812889.0,,08/03/2020 12:00:00 AM,
200210446.0,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,
201015335.0,11/23/2020 12:00:00 AM,11/08/2020 12:00:00 AM,100.0
200611235.0,06/09/2020 12:00:00 AM,06/02/2020 12:00:00 AM,
,,03/28/2020 12:00:00 AM,1530.0
200408418.0,,05/01/2020 12:00:00 AM,
200213246.0,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,
200616652.0,,09/19/2020 12:00:00 AM,1130.0
200218230.0,,,2300.0
201210725.0,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,700.0
200916245.0,,10/21/2020 12:00:00 AM,1320.0
200913313.0,08/09/2020 12:00:00 AM,08/09/2020 12:00:00 AM,1330.0
200104982.0,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1400.0
200108911.0,03/11/2020 12:00:00 AM,03/11/2020 12:00:00 AM,
200807882.0,,03/30/2020 12:00:00 AM,
200809226.0,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,1106.0
201005621.0,02/05/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1600.0
,01/21/2020 12:00:00 AM,01/20/2020 12:00:00 AM,1510.0
200606882.0,,,515.0
200716601.0,12/02/2020 12:00:00 AM,12/02/2020 12:00:00 AM,625.0
200119803.0,,,
200618989.0,12/08/2020 12:00:00 AM,12/07/2020 12:00:00 AM,
201223780.0,11/02/2020 12:00:00 AM,,
200122019.0,,,
200209824.0,05/05/2020 12:00:00 AM,05/05/2020 12:00:00 AM,730.0
200106431.0,,01/28/2020 12:00:00 AM,1300.0
,08/06/2020 12:00:00 AM,08/06/2020 12:00:00 AM,1200.0
200309899.0,04/13/2020 12:00:00 AM,04/13/2020 12:00:00 AM,1700.0
,09/17/2020 12:00:00 AM,09/17/2020 12:00:00 AM,130.0
200706386.0,02/20/2020 12:00:00 AM,02/20/2020 12:00:00 AM,1315.0
200411593.0,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,
200612157.0,,,1540.0
201214765.0,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,120.0
,,12/28/2020 12:00:00 AM,300.0
200314199.0,07/14/2020 12:00:00 AM,07/14/2020 12:00:00 AM,
,01/08/2020 12:00:00 AM,01/02/2020 12:00:00 AM,
200317635.0,09/21/2020 12:00:00 AM,,2200.0
,,03/29/2020 12:00:00 AM,1.0
200514716.0,09/30/2020 12:00:00 AM,09/29/2020 12:00:00 AM,1200.0
,08/02/2020 12:00:00 AM,08/02/2020 12:00:00 AM,600.0
201010384.0,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,
200115729.0,08/02/2020 12:00:00 AM,08/02/2020 12:00:00 AM,510.0
200808042.0,04/05/2020 12:00:00 AM,04/04/2020 12:00:00 AM,1500.0
200706452.0,,02/20/2020 12:00:00 AM,
200514536.0,,09/24/2020 12:00:00 AM,
201223583.0,10/30/2020 12:00:00 AM,,
,10/06/2020 12:00:00 AM,,115.0
200404769.0,01/20/2020 12:00:00 AM,,1745.0
200613662.0,,08/07/2020 12:00:00 AM,1605.0
200318677.0,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,717.0
,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,2200.0
,02/21/2020 12:00:00 AM,02/19/2020 12:00:00 AM,
,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,
200309462.0,04/04/2020 12:00:00 AM,04/01/2020 12:00:00 AM,30.0
201210973.0,04/15/2020 12:00:00 AM,01/10/2020 12:00:00 AM,
,05/14/2020 12:00:00 AM,,2237.0
,02/17/2020 12:00:00 AM,02/17/2020 12:00:00 AM,1145.0
,10/23/2020 12:00:00 AM,10/13/2020 12:00:00 AM,2200.0
200313037.0,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,930.0
201008925.0,,05/11/2020 12:00:00 AM,1040.0
,10/07/2020 12:00:00 AM,,
201007846.0,04/07/2020 12:00:00 AM,,930.0
200204571.0,,01/12/2020 12:00:00 AM,115.0
200619249.0,,12/02/2020 12:00:00 AM,1300.0
201213927.0,05/31/2020 12:00:00 AM,05/31/2020 12:00:00 AM,1830.0
201211330.0,,,100.0
200607130.0,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,2125.0
,11/04/2020 12:00:00 AM,11/04/2020 12:00:00 AM,
200812553.0,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,
201004600.0,01/15/2020 12:00:00 AM,01/15/2020 12:00:00 AM,
201217006.0,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,
,06/23/2020 12:00:00 AM,06/23/2020 12:00:00 AM,240.0
200300688.0,,05/31/2020 12:00:00 AM,25.0
,12/19/2020 12:00:00 AM,,2350.0
200706300.0,,02/18/2020 12:00:00 AM,
200321617.0,11/14/2020 12:00:00 AM,11/14/2020 12:00:00 AM,1815.0
,09/04/2020 12:00:00 AM,,
,04/23/2020 12:00:00 AM,,
200416338.0,12/28/2020 12:00:00 AM,12/28/2020 12:00:00 AM,
200917510.0,,11/17/2020 12:00:00 AM,645.0
,,09/28/2020 12:00:00 AM,1900.0
,,,930.0
200309684.0,04/10/2020 12:00:00 AM,04/09/2020 12:00:00 AM,2230.0
201010403.0,06/26/2020 12:00:00 AM,,1430.0
200716885.0,12/08/2020 12:00:00 AM,12/08/2020 12:00:00 AM,
200610095.0,05/10/2020 12:00:00 AM,05/10/2020 12:00:00 AM,1930.0
201107339.0,03/14/2020 12:00:00 AM,03/13/2020 12:00:00 AM,1700.0
,,03/07/2020 12:00:00 AM,
,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,1800.0
200617397.0,10/30/2020 12:00:00 AM,10/30/2020 12:00:00 AM,1540.0
200715298.0,,10/25/2020 12:00:00 AM,1300.0
201008967.0,05/13/2020 12:00:00 AM,05/13/2020 12:00:00 AM,205.0
200509145.0,05/06/2020 12:00:00 AM,05/06/2020 12:00:00 AM,
201112990.0,08/28/2020 12:00:00 AM,08/12/2020 12:00:00 AM,500.0
201208070.0,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,1635.0
200708663.0,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,
201210897.0,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,1030.0
201105710.0,02/08/2020 12:00:00 AM,02/04/2020 12:00:00 AM,500.0
200118458.0,,09/24/2020 12:00:00 AM,
,07/18/2020 12:00:00 AM,06/15/2020 12:00:00 AM,800.0
200211002.0,06/05/2020 12:00:00 AM,06/05/2020 12:00:00 AM,
201300504.0,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1635.0
,06/08/2020 12:00:00 AM,06/08/2020 12:00:00 AM,430.0
,05/07/2020 12:00:00 AM,05/06/2020 12:00:00 AM,1930.0
,,09/04/2020 12:00:00 AM,2047.0
,03/27/2020 12:00:00 AM,,1507.0
200607892.0,03/14/2020 12:00:00 AM,,
200708056.0,,03/20/2020 12:00:00 AM,1400.0
201208743.0,03/08/2020 12:00:00 AM,,2230.0
,03/03/2020 12:00:00 AM,03/03/2020 12:00:00 AM,800.0
200610449.0,05/19/2020 12:00:00 AM,,1400.0
200714759.0,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,1945.0
200118743.0,10/01/2020 12:00:00 AM,09/30/2020 12:00:00 AM,1800.0
,09/03/2020 12:00:00 AM,09/03/2020 12:00:00 AM,
,,,800.0
201218746.0,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,313.0
200909121.0,04/27/2020 12:00:00 AM,,1500.0
200808323.0,,,105.0
200213373.0,,06/01/2020 12:00:00 AM,2100.0
,,07/27/2020 12:00:00 AM,1230.0
,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,
201106055.0,,02/15/2020 12:00:00 AM,1600.0
,,,2130.0
200315441.0,,08/08/2020 12:00:00 AM,
200513006.0,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,1830.0
200617133.0,10/24/2020 12:00:00 AM,,
200711437.0,,,
200109207.0,,03/11/2020 12:00:00 AM,1750.0
200320679.0,11/19/2020 12:00:00 AM,11/19/2020 12:00:00 AM,100.0
200516252.0,11/05/2020 12:00:00 AM,,1800.0
200706348.0,02/20/2020 12:00:00 AM,02/19/2020 12:00:00 AM,1550.0
201223154.0,10/22/2020 12:00:00 AM,10/21/2020 12:00:00 AM,2200.0
200610811.0,05/31/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1930.0
200712432.0,,,1915.0
,09/03/2020 12:00:00 AM,09/03/2020 12:00:00 AM,
,03/18/2020 12:00:00 AM,03/17/2020 12:00:00 AM,1200.0
201008625.0,,05/03/2020 12:00:00 AM,418.0
,,01/07/2020 12:00:00 AM,
201111085.0,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,
201219366.0,08/25/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1700.0
,10/06/2020 12:00:00 AM,,2221.0
200321425.0,12/08/2020 12:00:00 AM,,1700.0
200414043.0,,,1500.0
200407623.0,04/03/2020 12:00:00 AM,04/03/2020 12:00:00 AM,
,08/02/2020 12:00:00 AM,,
,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,630.0
200700773.0,09/07/2020 12:00:00 AM,09/07/2020 12:00:00 AM,1000.0
200604062.0,01/02/2020 12:00:00 AM,,1100.0
200216756.0,10/28/2020 12:00:00 AM,,1600.0
201014505.0,10/27/2020 12:00:00 AM,,
,,07/11/2020 12:00:00 AM,
200119688.0,,10/19/2020 12:00:00 AM,
200710267.0,06/10/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1830.0
,,12/06/2020 12:00:00 AM,1000.0
201011644.0,08/03/2020 12:00:00 AM,,
201305957.0,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,45.0
200318333.0,10/03/2020 12:00:00 AM,10/03/2020 12:00:00 AM,1800.0
200211652.0,,06/22/2020 12:00:00 AM,1420.0
200513882.0,,09/08/2020 12:00:00 AM,1341.0
200215614.0,09/30/2020 12:00:00 AM,,1030.0
200618954.0,12/07/2020 12:00:00 AM,12/07/2020 12:00:00 AM,
200310523.0,,04/22/2020 12:00:00 AM,1600.0
201108473.0,04/18/2020 12:00:00 AM,04/15/2020 12:00:00 AM,
,05/21/2020 12:00:00 AM,05/21/2020 12:00:00 AM,2000.0
200416105.0,12/19/2020 12:00:00 AM,,1645.0
200600610.0,02/14/2020 12:00:00 AM,02/14/2020 12:00:00 AM,100.0
200910261.0,05/28/2020 12:00:00 AM,05/26/2020 12:00:00 AM,700.0
200906598.0,,02/26/2020 12:00:00 AM,2125.0
200813112.0,08/19/2020 12:00:00 AM,08/19/2020 12:00:00 AM,
200409477.0,06/03/2020 12:00:00 AM,,1845.0
201106792.0,03/02/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1550.0
,06/13/2020 12:00:00 AM,06/13/2020 12:00:00 AM,1230.0
,10/04/2020 12:00:00 AM,09/30/2020 12:00:00 AM,1600.0
,02/14/2020 12:00:00 AM,02/14/2020 12:00:00 AM,930.0
201208460.0,,,
,07/01/2020 12:00:00 AM,,1700.0
200815384.0,10/18/2020 12:00:00 AM,,1230.0
,,09/14/2020 12:00:00 AM,
,04/19/2020 12:00:00 AM,04/19/2020 12:00:00 AM,1720.0
,,07/19/2020 12:00:00 AM,405.0
,01/25/2020 12:00:00 AM,01/25/2020 12:00:00 AM,
200113386.0,,06/14/2020 12:00:00 AM,1.0
200609441.0,,04/23/2020 12:00:00 AM,1200.0
201307626.0,,02/22/2020 12:00:00 AM,200.0
201208549.0,03/05/2020 12:00:00 AM,03/05/2020 12:00:00 AM,2315.0
,,10/03/2020 12:00:00 AM,700.0
,,02/02/2020 12:00:00 AM,1020.0
200711369.0,07/07/2020 12:00:00 AM,07/07/2020 12:00:00 AM,1830.0
200119985.0,10/26/2020 12:00:00 AM,,1930.0
201113713.0,09/17/2020 12:00:00 AM,09/16/2020 12:00:00 AM,
201204285.0,,,
,10/29/2020 12:00:00 AM,10/29/2020 12:00:00 AM,922.0
,11/03/2020 12:00:00 AM,11/03/2020 12:00:00 AM,530.0
,01/20/2020 12:00:00 AM,01/20/2020 12:00:00 AM,1515.0
,,03/13/2020 12:00:00 AM,1.0
,,09/24/2020 12:00:00 AM,1920.0
,,,2000.0
201014525.0,10/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1000.0
200217460.0,11/15/2020 12:00:00 AM,,1545.0
,10/24/2020 12:00:00 AM,10/23/2020 12:00:00 AM,1900.0
200510927.0,06/09/2020 12:00:00 AM,06/09/2020 12:00:00 AM,
200212529.0,,07/13/2020 12:00:00 AM,1515.0
201308597.0,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,
,12/08/2020 12:00:00 AM,,
,06/19/2020 12:00:00 AM,06/18/2020 12:00:00 AM,
201309581.0,04/18/2020 12:00:00 AM,,815.0
200208617.0,04/05/2020 12:00:00 AM,04/05/2020 12:00:00 AM,
,01/23/2020 12:00:00 AM,01/22/2020 12:00:00 AM,
200307506.0,02/27/2020 12:00:00 AM,,
200413522.0,10/05/2020 12:00:00 AM,,
200114909.0,07/15/2020 12:00:00 AM,05/05/2020 12:00:00 AM,1200.0
200115243.0,07/23/2020 12:00:00 AM,07/22/2020 12:00:00 AM,
200321312.0,12/06/2020 12:00:00 AM,,1800.0
201113845.0,09/21/2020 12:00:00 AM,,
201207732.0,,02/22/2020 12:00:00 AM,1145.0
,12/28/2020 12:00:00 AM,12/28/2020 12:00:00 AM,
201111023.0,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,1715.0
200816996.0,11/30/2020 12:00:00 AM,,1500.0
201114174.0,,09/30/2020 12:00:00 AM,
,03/11/2020 12:00:00 AM,03/11/2020 12:00:00 AM,
200904078.0,,01/02/2020 12:00:00 AM,900.0
200618291.0,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,2100.0
201211339.0,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,850.0
200204490.0,,01/10/2020 12:00:00 AM,905.0
,03/10/2020 12:00:00 AM,03/10/2020 12:00:00 AM,
,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,5.0
201012473.0,07/26/2020 12:00:00 AM,07/03/2020 12:00:00 AM,330.0
,12/16/2020 12:00:00 AM,12/12/2020 12:00:00 AM,1845.0
,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,
,,01/01/2020 12:00:00 AM,1800.0
200706955.0,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1925.0
,01/19/2020 12:00:00 AM,,2030.0
,08/19/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1815.0
200211145.0,06/10/2020 12:00:00 AM,,1500.0
200917314.0,11/16/2020 12:00:00 AM,11/14/2020 12:00:00 AM,
,,10/26/2020 12:00:00 AM,100.0
201113339.0,09/06/2020 12:00:00 AM,09/06/2020 12:00:00 AM,
200311078.0,,03/04/2020 12:00:00 AM,1200.0
,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,2240.0
201217684.0,08/03/2020 12:00:00 AM,,500.0
200315827.0,,,1100.0
200204771.0,,01/15/2020 12:00:00 AM,
200518006.0,,,2100.0
201217293.0,07/27/2020 12:00:00 AM,07/27/2020 12:00:00 AM,1920.0
200407308.0,03/26/2020 12:00:00 AM,,1700.0
,,07/04/2020 12:00:00 AM,1800.0
,08/03/2020 12:00:00 AM,08/03/2020 12:00:00 AM,2130.0
200509566.0,,05/17/2020 12:00:00 AM,
200708822.0,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1555.0
201205539.0,01/20/2020 12:00:00 AM,01/20/2020 12:00:00 AM,820.0
200320037.0,11/08/2020 12:00:00 AM,11/08/2020 12:00:00 AM,
201111680.0,07/21/2020 12:00:00 AM,07/04/2020 12:00:00 AM,2330.0
200712168.0,07/29/2020 12:00:00 AM,07/28/2020 12:00:00 AM,2000.0
200406298.0,02/28/2020 12:00:00 AM,02/27/2020 12:00:00 AM,
,08/31/2020 12:00:00 AM,08/31/2020 12:00:00 AM,255.0
200612141.0,,07/03/2020 12:00:00 AM,600.0
200413992.0,,,900.0
200116969.0,08/26/2020 12:00:00 AM,08/26/2020 12:00:00 AM,
200322222.0,12/24/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1940.0
200312715.0,06/15/2020 12:00:00 AM,06/04/2020 12:00:00 AM,
200210931.0,06/04/2020 12:00:00 AM,06/03/2020 12:00:00 AM,30.0
200308172.0,,03/08/2020 12:00:00 AM,
201115199.0,10/28/2020 12:00:00 AM,,1730.0
201227118.0,,,1100.0
200115854.0,07/25/2020 12:00:00 AM,07/25/2020 12:00:00 AM,
200412098.0,08/24/2020 12:00:00 AM,,
200404796.0,01/21/2020 12:00:00 AM,,1120.0
,,06/23/2020 12:00:00 AM,
,10/29/2020 12:00:00 AM,,1847.0
,11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,2330.0
200114703.0,07/12/2020 12:00:00 AM,07/12/2020 12:00:00 AM,27.0
200616630.0,10/12/2020 12:00:00 AM,10/12/2020 12:00:00 AM,100.0
200917481.0,11/20/2020 12:00:00 AM,,130.0
200412108.0,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,1830.0
200406628.0,03/08/2020 12:00:00 AM,,600.0
201112968.0,08/28/2020 12:00:00 AM,08/27/2020 12:00:00 AM,
200300856.0,10/25/2020 12:00:00 AM,10/25/2020 12:00:00 AM,150.0
200611386.0,06/13/2020 12:00:00 AM,06/13/2020 12:00:00 AM,1430.0
200322083.0,12/21/2020 12:00:00 AM,12/21/2020 12:00:00 AM,
200211047.0,06/07/2020 12:00:00 AM,06/06/2020 12:00:00 AM,2200.0
,02/08/2020 12:00:00 AM,02/07/2020 12:00:00 AM,800.0
200808872.0,04/30/2020 12:00:00 AM,04/26/2020 12:00:00 AM,
,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,1850.0
200115726.0,,08/02/2020 12:00:00 AM,1230.0
201106547.0,02/26/2020 12:00:00 AM,02/26/2020 12:00:00 AM,2010.0
200709299.0,,,1215.0
,,,300.0
,,,130.0
201116676.0,12/15/2020 12:00:00 AM,12/15/2020 12:00:00 AM,1150.0
201107076.0,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1240.0
201219618.0,08/29/2020 12:00:00 AM,08/29/2020 12:00:00 AM,2200.0
200608497.0,03/28/2020 12:00:00 AM,03/27/2020 12:00:00 AM,1800.0
201106028.0,02/15/2020 12:00:00 AM,,2155.0
200404289.0,,01/08/2020 12:00:00 AM,1230.0
200407657.0,04/08/2020 12:00:00 AM,,230.0
200815329.0,10/16/2020 12:00:00 AM,10/16/2020 12:00:00 AM,950.0
201109679.0,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,635.0
201300596.0,03/10/2020 12:00:00 AM,,
200509679.0,05/20/2020 12:00:00 AM,05/19/2020 12:00:00 AM,
200115922.0,08/06/2020 12:00:00 AM,08/06/2020 12:00:00 AM,1125.0
201011311.0,,07/24/2020 12:00:00 AM,1730.0
201016004.0,,,1200.0
,07/09/2020 12:00:00 AM,,1730.0
201216109.0,07/07/2020 12:00:00 AM,07/07/2020 12:00:00 AM,
201304421.0,01/08/2020 12:00:00 AM,,2115.0
,,11/20/2020 12:00:00 AM,1500.0
201113172.0,09/02/2020 12:00:00 AM,09/02/2020 12:00:00 AM,930.0
200807248.0,03/11/2020 12:00:00 AM,03/11/2020 12:00:00 AM,1630.0
200304219.0,01/04/2020 12:00:00 AM,,2010.0
,09/06/2020 12:00:00 AM,09/05/2020 12:00:00 AM,
200118047.0,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,1445.0
200113718.0,06/21/2020 12:00:00 AM,,400.0
200711606.0,07/14/2020 12:00:00 AM,,1325.0
,08/06/2020 12:00:00 AM,08/05/2020 12:00:00 AM,2030.0
200104389.0,01/02/2020 12:00:00 AM,,1230.0
201222619.0,10/14/2020 12:00:00 AM,,100.0
201223710.0,,10/31/2020 12:00:00 AM,2000.0
200206278.0,,02/15/2020 12:00:00 AM,1120.0
201007170.0,03/12/2020 12:00:00 AM,03/12/2020 12:00:00 AM,
201106298.0,02/20/2020 12:00:00 AM,,
200516166.0,11/04/2020 12:00:00 AM,,320.0
201205353.0,,01/19/2020 12:00:00 AM,1600.0
200511249.0,06/30/2020 12:00:00 AM,,
,,06/22/2020 12:00:00 AM,2215.0
200110203.0,,,
200110231.0,04/09/2020 12:00:00 AM,04/02/2020 12:00:00 AM,1700.0
,12/08/2020 12:00:00 AM,,2330.0
200715363.0,10/27/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1538.0
,10/24/2020 12:00:00 AM,10/24/2020 12:00:00 AM,1515.0
,03/03/2020 12:00:00 AM,02/18/2020 12:00:00 AM,1445.0
200806624.0,02/23/2020 12:00:00 AM,02/22/2020 12:00:00 AM,
200113160.0,06/10/2020 12:00:00 AM,06/10/2020 12:00:00 AM,400.0
200205552.0,02/01/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1800.0
200705775.0,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1015.0
,04/08/2020 12:00:00 AM,,
200619835.0,12/31/2020 12:00:00 AM,12/16/2020 12:00:00 AM,
201110616.0,,,
201225494.0,11/30/2020 12:00:00 AM,11/30/2020 12:00:00 AM,1600.0
200806183.0,02/18/2020 12:00:00 AM,02/18/2020 12:00:00 AM,
200614256.0,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,1220.0
200515066.0,,,
201016340.0,,06/15/2020 12:00:00 AM,1200.0
,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,1330.0
201221914.0,,,2200.0
200611293.0,06/10/2020 12:00:00 AM,,2315.0
200616272.0,10/03/2020 12:00:00 AM,10/03/2020 12:00:00 AM,2200.0
,,02/07/2020 12:00:00 AM,1900.0
201011954.0,08/12/2020 12:00:00 AM,08/12/2020 12:00:00 AM,244.0
200119342.0,,10/11/2020 12:00:00 AM,30.0
200409488.0,06/04/2020 12:00:00 AM,,805.0
200613559.0,,08/04/2020 12:00:00 AM,1900.0
200710540.0,,,2010.0
200213197.0,07/31/2020 12:00:00 AM,06/11/2020 12:00:00 AM,1.0
201111541.0,07/17/2020 12:00:00 AM,07/16/2020 12:00:00 AM,
200309248.0,,03/30/2020 12:00:00 AM,2120.0
200304750.0,,01/13/2020 12:00:00 AM,2300.0
200705055.0,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1312.0
200509621.0,05/19/2020 12:00:00 AM,05/19/2020 12:00:00 AM,250.0
200208026.0,03/20/2020 12:00:00 AM,03/20/2020 12:00:00 AM,1600.0
200504466.0,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,
200508980.0,,,
200908505.0,,04/15/2020 12:00:00 AM,700.0
200607551.0,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,710.0
200515313.0,10/15/2020 12:00:00 AM,10/15/2020 12:00:00 AM,910.0
,,05/20/2020 12:00:00 AM,2000.0
200610403.0,,05/16/2020 12:00:00 AM,1600.0
,06/01/2020 12:00:00 AM,05/29/2020 12:00:00 AM,1430.0
,01/25/2020 12:00:00 AM,01/25/2020 12:00:00 AM,
200610929.0,06/02/2020 12:00:00 AM,06/02/2020 12:00:00 AM,
200609214.0,04/18/2020 12:00:00 AM,,553.0
,08/18/2020 12:00:00 AM,,1730.0
,11/04/2020 12:00:00 AM,10/30/2020 12:00:00 AM,900.0
200400574.0,,,1340.0
,08/19/2020 12:00:00 AM,08/19/2020 12:00:00 AM,2020.0
201110519.0,,,
200613574.0,08/05/2020 12:00:00 AM,04/01/2020 12:00:00 AM,
200309908.0,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,230.0
200307509.0,02/27/2020 12:00:00 AM,02/18/2020 12:00:00 AM,
,,11/08/2020 12:00:00 AM,930.0
200507770.0,,03/31/2020 12:00:00 AM,30.0
,10/08/2020 12:00:00 AM,10/08/2020 12:00:00 AM,1525.0
,,,
,08/13/2020 12:00:00 AM,,
201116321.0,12/04/2020 12:00:00 AM,,1600.0
201224800.0,11/18/2020 12:00:00 AM,11/17/2020 12:00:00 AM,1800.0
200618829.0,12/04/2020 12:00:00 AM,,1800.0
200308931.0,03/23/2020 12:00:00 AM,03/22/2020 12:00:00 AM,
200106554.0,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,
200213917.0,,,1420.0
,01/07/2020 12:00:00 AM,,
201225680.0,12/03/2020 12:00:00 AM,12/03/2020 12:00:00 AM,
,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,
,,,
